Cast Type,Person ID,Lead,Season Type,Season,First Name,Last Name,Age,Occupation (Raw),Occupation (Clean),Occupation Group,Week Number Eliminated,Place,Circumstance,Bachelor Pad 1,Bachelor Pad 2,Bachelor Pad 3,BiP 1,BiP 2,BiP 3,BiP 4,BiP 5,BiP 6,Bachelor Winter Games,Total Ensemble Appearances,Hometown,State,Lead Religion,Lead Race,How Season Ended,Relationship Status (Nov 2021)
Contestant,533,Emily Maynard,Bachelorette,Bachelorette 8,Chris,Bukowski,25,Corporate Sales Director,Corporate Sales Director,Sales,Week 8,4,,,,1,1,1,,,,1,,4,Chicago,Illinois,,,,
Contestant,534,Emily Maynard,Bachelorette,Bachelorette 8,David,Homyk,33,Singer/Songwriter,Singer / Songwriter,Musicians & Singers,Week 1,21,,,,,,,,,,,,0,Charlottesville,Virginia,,,,
Contestant,535,Emily Maynard,Bachelorette,Bachelorette 8,Doug,Clerget,33,Single Dad/Real Estate Agent,Single Dad / Real Estate Agent,Real Estate & Interior Design,Week 7,6,,,,,,,,,,,,0,Tacoma,Washington,,,,
Contestant,536,Emily Maynard,Bachelorette,Bachelorette 8,Jackson,Longnecker,29,Fitness Model,Fitness Model,Modeling & Acting,Week 1,22,,,,,,,,,,,,0,Lockport,Illinois,,,,
Contestant,537,Emily Maynard,Bachelorette,Bachelorette 8,Jean-Paul,LaCount,35,Marine Biologist,Marine Biologist,Science & Research,Week 1,23,,,,,,,,,,,,0,Moraga,California,,,,
Contestant,538,Emily Maynard,Bachelorette,Bachelorette 8,Jef,Holm,27,Entrepreneur,Entrepreneur,Business & Entrepreneurship,Winner,1,,,,,,,,,,,,0,St. George,Utah,,,,
Contestant,539,Emily Maynard,Bachelorette,Bachelorette 8,Joe,Gendreau,27,Field Energy Adviser,Field Energy Adviser,Energy & Natural Resources,Week 2,19,,,,,,,,,,,,0,Orlando,Florida,,,,
Contestant,540,Emily Maynard,Bachelorette,Bachelorette 8,John,Wolfner,30,Data Destruction Specialist,Data Destruction Specialist,Technology & Software,Week 7,5,,,,,,,,,,,,0,Creve Coeur,Missouri,,,,
Contestant,541,Emily Maynard,Bachelorette,Bachelorette 8,Kalon,McMahon,27,Luxury Brand Consultant,Luxury Brand Consultant,Fashion Design & Retail,Week 5,10,,,,1,1,,,,,,,2,Houston,Texas,,,,
Contestant,542,Emily Maynard,Bachelorette,Bachelorette 8,Kyle,Dillon,29,Financial Adviser,Financial Adviser,Financial Services & Investing,Week 2,18,,,,,,,,,,,,0,Long Beach,California,,,,
Contestant,543,Emily Maynard,Bachelorette,Bachelorette 8,Lerone,Anu,29,Real Estate Consultant,Real Estate Consultant,Real Estate & Interior Design,Week 1,24,,,,,,,,,,,,0,Laguna Beach,California,,,,
Contestant,544,Emily Maynard,Bachelorette,Bachelorette 8,Michael,Nance,26,Rehab Counselor,Rehab Counselor,Health & Medical Professional,Week 4,12,,,,,,,,,,,,0,Austin,Texas,,,,
Contestant,545,Emily Maynard,Bachelorette,Bachelorette 8,Nathan,Baake,25,Accountant,Accountant,Financial Services & Investing,Week 4,13,,,,,,,,,,,,0,Casa Grande,Arizona,,,,
Contestant,546,Emily Maynard,Bachelorette,Bachelorette 8,Randy Lee,Woyak,30,Marketing Manager,Marketing Manager,Advertising & Marketing,Week 1,25,,,,,,,,,,,,0,Oak Creek,Wisconsin,,,,
Contestant,547,Emily Maynard,Bachelorette,Bachelorette 8,Ryan,Bowers,31,Pro Sports Trainer,Professional Sports Trainer,Personal Trainers & Coaches,Week 6,7,,,,,,,,,,,,0,Evans,Georgia,,,,
Contestant,548,Emily Maynard,Bachelorette,Bachelorette 8,Sean,Lowe,28,Insurance Agent,Insurance Agent,Financial Services & Investing,Week 9,3,,,,,,,,,,,,0,Irving,Texas,,,,
Contestant,549,Emily Maynard,Bachelorette,Bachelorette 8,Stevie,Alberino,26,Party M.C.,Party M.C.,Entertainment & Recreation,Week 3,14,,,,,,,,,,,,0,Monroe Township,New Jersey,,,,
Contestant,550,Emily Maynard,Bachelorette,Bachelorette 8,Tony,Pieper,31,Single Dad/Lumber Trader,Single Dad / Lumber Trader,Energy & Natural Resources,Week 3,16,,,,,,,,,,,,0,Beaverton,Oregon,,,,
Contestant,551,Emily Maynard,Bachelorette,Bachelorette 8,Travis,Pope,30,Advertising Sales Representative,Advertising Sales Representative,Advertising & Marketing,Week 6,8,,,,,,,,,,,,0,Madison,Mississippi,,,,
Contestant,552,Hannah Brown,Bachelorette,Bachelorette 15,Brian,Bowles,30,Math Teacher,Math Teacher,Teaching,Week 1,23,,,,,,,,,,,,0,Louisville,Kentucky,,,,
Contestant,553,Hannah Brown,Bachelorette,Bachelorette 15,Cam,Ayala,30,Software Sales,Software Sales,Sales,Week 3,16,,,,,,,,,,1,,1,Austin,Texas,,,,
Contestant,554,Hannah Brown,Bachelorette,Bachelorette 15,Chasen,Coscia,27,Pilot,Pilot,Aviation,Week 1,24,,,,,,,,,,,,0,Ann Arbor,Michigan,,,,
Contestant,555,Hannah Brown,Bachelorette,Bachelorette 15,Connor,Saeli,24,Investment Analyst,Investment Analyst,Financial Services & Investing,Week 7,7,,,,,,,,,,1,,1,Dallas,Texas,,,,
Contestant,556,Hannah Brown,Bachelorette,Bachelorette 15,Connor,Jenkins,28,Sales Manager,Sales Manager,Sales,Week 2,20,,,,,,,,,,,,0,Newport Beach,California,,,,
Contestant,557,Hannah Brown,Bachelorette,Bachelorette 15,Daron,Blaylock,25,IT Consultant,IT Consultant,Technology & Software,Week 2,21,,,,,,,,,,,,0,Buckhead,Georgia,,,,
Contestant,558,Hannah Brown,Bachelorette,Bachelorette 15,Devin,Harris,27,Talent Manager,Talent Manager,Human Resources & Recruiting,Week 5,10,,,,,,,,,,,,0,Sherman Oaks,California,,,,
Contestant,559,Hannah Brown,Bachelorette,Bachelorette 15,Dustin,Kendrick,30,Real Estate Broker,Real Estate Broker,Real Estate & Interior Design,Week 6,8,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,560,Hannah Brown,Bachelorette,Bachelorette 15,Dylan,Barbour,24,Tech Entrepreneur,Technology Entrepreneur,Technology & Software,Week 6,9,,,,,,,,,,1,,1,San Diego,California,,,,
Contestant,561,Hannah Brown,Bachelorette,Bachelorette 15,Garrett,Powell,27,Golf Pro,Golf Professional,Professional Athletics,Week 7,5,,,,,,,,,,,,0,Homewood,Alabama,,,,
Contestant,562,Hannah Brown,Bachelorette,Bachelorette 15,Grant,Eckel,30,Unemployed,Unemployed,Unemployed,Week 5,11,,,,,,,,,,,,0,San Clemente,California,,,,
Contestant,563,Hannah Brown,Bachelorette,Bachelorette 15,Hunter,Jones,24,Pro Surfer,Professional Surfer,Professional Athletics,Week 1,25,,,,,,,,,,,,0,Westchester,California,,,,
Contestant,564,Hannah Brown,Bachelorette,Bachelorette 15,Jed,Wyatt,25,Singer/Songwriter,Singer / Songwriter,Musicians & Singers,Winner,1,,,,,,,,,,,,0,Sevierville,Tennessee,,,,
Contestant,565,Hannah Brown,Bachelorette,Bachelorette 15,Joe,Barsano,30,The Box King,The Box King,Business & Entrepreneurship,Week 1,26,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,566,Hannah Brown,Bachelorette,Bachelorette 15,Joey,Jones,33,Finance Manager,Finance Manager,Financial Services & Investing,Week 3,17,,,,,,,,,,,,0,Bethesda,Maryland,,,,
Contestant,567,Hannah Brown,Bachelorette,Bachelorette 15,John Paul,Jones,24,Financial Analyst,Financial Analyst,Financial Services & Investing,Week 4,13,,,,,,,,,,1,,1,Lanham,Maryland,,,,
Contestant,568,Hannah Brown,Bachelorette,Bachelorette 15,Jonathan,Saunders,27,Server,Server,Food Service,Week 3,18,,,,,,,,,,,,0,Los Angeles,California,,,,
Contestant,569,Hannah Brown,Bachelorette,Bachelorette 15,Kevin,Fortenberry,27,Behavioral Health Specialist,Behavioral Health Specialist,Health & Medical Professional,Week 5,12,,,,,,,,,,1,,1,Manteno,Illinois,,,,
Contestant,570,Hannah Brown,Bachelorette,Bachelorette 15,Luke,Parker,24,Import/Export Manager,Import/Export Manager,Business & Entrepreneurship,Week 9,4,,,,,,,,,,,,0,Gainesville,Georgia,,,,
Contestant,571,Hannah Brown,Bachelorette,Bachelorette 15,Luke,Stone,29,Political Consultant,Political Consultant,Politics,Week 4,15,Quit,,,,,,,,,1,,1,Marion,Massachusetts,,,,
Contestant,572,Hannah Brown,Bachelorette,Bachelorette 15,Matt,Donald,26,Medical Device Salesman,Medical Device Salesperson,Sales,Week 1,27,,,,,,,,,,1,,1,Los Gatos,California,,,,
Contestant,573,Hannah Brown,Bachelorette,Bachelorette 15,Matteo,Valles,25,Management Consultant,Management Consultant,Business & Entrepreneurship,Week 4,14,,,,,,,,,,,,0,Atlanta,Georgia,,,,
Contestant,574,Hannah Brown,Bachelorette,Bachelorette 15,Matthew,Spraggins,23,Car Bid Spotter,Car Bid Spotter,Automotives,Week 2,22,,,,,,,,,,,,0,Newport Beach,California,,,,
Contestant,575,Hannah Brown,Bachelorette,Bachelorette 15,Mike,Johnson,31,Portfolio Manager,Portfolio Manager,Financial Services & Investing,Week 7,6,,,,,,,,,,1,,1,San Antonio,Texas,,,,
Contestant,576,Hannah Brown,Bachelorette,Bachelorette 15,Peter,Weber,27,Pilot,Pilot,Aviation,Week 9,3,,,,,,,,,,,,0,Westlake Village,California,,,,
Contestant,577,Hannah Brown,Bachelorette,Bachelorette 15,Ryan,Spirko,25,Roller Boy,Roller Boy,Professional Athletics,Week 1,28,,,,,,,,,,,,0,Philadelphia,Pennsylvania,,,,
Contestant,578,Hannah Brown,Bachelorette,Bachelorette 15,Scott,Andersen,28,Software Sales Executive,Software Sales Executive,Sales,Week 1,30,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,579,Hannah Brown,Bachelorette,Bachelorette 15,Thomas,Staton,27,International Pro Basketball Player,International Professional Basketball Player,Professional Athletics,Week 1,29,,,,,,,,,,,,0,Detroit,Michigan,,,,
Contestant,580,Hannah Brown,Bachelorette,Bachelorette 15,Tyler,Cameron,26,General Contractor,General Contractor,Construction & Trades,Runner-up,2,,,,,,,,,,,,0,Jupiter,Florida,,,,
Contestant,581,Hannah Brown,Bachelorette,Bachelorette 15,Tyler,Gwozdz,28,Psychology Graduate Student,Psychology Graduate Student,Health & Medical Professional,Week 3,19,DQ - Inappropriate Behavior Prior to Show,,,,,,,,,,,0,Boca Raton,Florida,,,,
Contestant,582,Jake Pavelka,Bachelor,Bachelor 14,Ali,Fedotowsky,25,Advertising Account Manager,Advertising Account Manager,Advertising & Marketing,Week 6,4,Quit,,,,,,,,,,,0,Williamstown,Massachusetts,,,,
Contestant,583,Jake Pavelka,Bachelor,Bachelor 14,Ashleigh,Hunt,25,Account Manager,Account Manager,Advertising & Marketing,Week 4,6,,,,,,,,,,,,0,North Potomac,Maryland,,,,
Contestant,584,Jake Pavelka,Bachelor,Bachelor 14,Ashley,Elmore,29,Teacher,Teacher,Teaching,Week 2,13,,1,,,,,,,,,,1,Pittsburgh,Pennsylvania,,,,
Contestant,585,Jake Pavelka,Bachelor,Bachelor 14,Caitlyn,McCabe,24,Spokesmodel,Spokesmodel,Modeling & Acting,Week 1,17,,,,,,,,,,,,0,Winfield,Illinois,,,,
Contestant,586,Jake Pavelka,Bachelor,Bachelor 14,Channy,Choch,29,Mortgage Loan Officer,Mortgage Loan Officer,Financial Services & Investing,Week 1,18,,,,,,,,,,,,0,Santa Rosa,California,,,,
Contestant,587,Jake Pavelka,Bachelor,Bachelor 14,Christina,McCasland,25,Restaurant Manager,Restaurant Manager,Food Service,Week 2,14,,,,,,,,,,,,0,San Diego,California,,,,
Contestant,588,Jake Pavelka,Bachelor,Bachelor 14,Corrie,Adamson,23,Wardrobe consultant,Wardrobe Consultant,Fashion Design & Retail,Week 5,5,,,,,,,,,,,,0,Kissimmee,Florida,,,,
Contestant,589,Jake Pavelka,Bachelor,Bachelor 14,Elizabeth,Kitt,29,Nanny,Nanny,Child Care & Family Services,Week 3,10,,1,,,,,,,,,,1,Imperial,Nebraska,,,,
Contestant,590,Jake Pavelka,Bachelor,Bachelor 14,Elizabeth,Kreft,29,"Captain, Air National Guard","Captain, Air National Guard",Military & Civil Service,Week 1,19,,,,,,,,,,,,0,Union,Kentucky,,,,
Contestant,591,Jake Pavelka,Bachelor,Bachelor 14,Ella,Nolan,30,Hair Stylist,Hair Stylist,Hair & Makeup,Week 4,9,,,1,,,,,,,,,1,La Follette,Tennessee,,,,
Contestant,592,Jake Pavelka,Bachelor,Bachelor 14,Emily,Harkins,23,Fitness Model,Fitness Model,Modeling & Acting,Week 1,20,,,,,,,,,,,,0,West Chester,Ohio,,,,
Contestant,593,Jake Pavelka,Bachelor,Bachelor 14,Gia,Allemand,26,Swimsuit Model,Swimsuit Model,Modeling & Acting,Week 7,3,,1,1,,,,,,,,,2,New York,New York,,,,
Contestant,594,Jake Pavelka,Bachelor,Bachelor 14,Jessie,Sulidis,25,Cosmetic Sales Manager,Cosmetic Sales Manager,Hair & Makeup,Week 4,7,,1,,,,,,,,,,1,Oakville,Canada,,,,
Contestant,595,Jake Pavelka,Bachelor,Bachelor 14,Kathryn,Sherlock,25,Corporate Flight Attendant,Corporate Flight Attendant,Aviation,Week 4,8,,,,,,,,,,,,0,Lexington,Kentucky,,,,
Contestant,596,Jake Pavelka,Bachelor,Bachelor 14,Kimberly,Sullivan,24,NBA Dancer,NBA Dancer,Professional Athletics,Week 1,21,,,,,,,,,,,,0,Norman,Oklahoma,,,,
Contestant,597,Jake Pavelka,Bachelor,Bachelor 14,Kirsten,Pittman,25,Waitress,Waitress,Food Service,Week 1,22,,,,,,,,,,,,0,Aurora,Colorado,,,,
Contestant,598,Jake Pavelka,Bachelor,Bachelor 14,Lex,McAllister,25,Entrepreneur,Entrepreneur,Business & Entrepreneurship,Week 1,16,,,,,,,,,,,,0,Galloway,Ohio,,,,
Contestant,599,Jake Pavelka,Bachelor,Bachelor 14,Michelle,Kujawa,26,Office Manager,Office Manager,Business & Entrepreneurship,Week 3,12,,1,,,1,,,,,,,2,Anaheim,California,,,,
Contestant,600,Jake Pavelka,Bachelor,Bachelor 14,Rozlyn,Papa,28,Model/Make-Up Artist,Model / Make-Up Artist,Modeling & Acting,Week 2,15,DQ - Relationship with Producer,,,,,,,,,,,0,Richmond,Virginia,,,,
Contestant,601,Jake Pavelka,Bachelor,Bachelor 14,Sheila Marie,Lidnere,25,Commercial Pilot,Commercial Pilot,Aviation,Week 1,23,,,,,,,,,,,,0,Scottsdale,Arizona,,,,
Contestant,602,Jake Pavelka,Bachelor,Bachelor 14,Stephanie,Mueller,24,Dance Teacher,Dance Teacher,Personal Trainers & Coaches,Week 1,24,,,,,,,,,,,,0,Morris,Illinois,,,,
Contestant,603,Jake Pavelka,Bachelor,Bachelor 14,Tenley,Molzahn,25,College Admissions,College Admissions,Educational Administration,Runner-up,2,,1,,,,1,,,,,,2,Newberg,Oregon,,,,
Contestant,604,Jake Pavelka,Bachelor,Bachelor 14,Tiana,Kruzel,31,Medical Technician,Medical Technician,Health & Medical Professional,Week 1,25,,,,,,,,,,,,0,Calgary,Canada,,,,
Contestant,605,Jake Pavelka,Bachelor,Bachelor 14,Valishia,Savage,32,Homemaker,Homemaker,Child Care & Family Services,Week 3,11,,,,,,,,,,,,0,San Bernardino,California,,,,
Contestant,606,Jake Pavelka,Bachelor,Bachelor 14,Vienna,Girardi,23,Marketing Representative,Marketing Representative,Advertising & Marketing,Winner,1,,,1,,,,,,,,,1,Geneva,Florida,,,,
Contestant,607,Jason Mesnick,Bachelor,Bachelor 13,Ann,Lueders,24,Flight Attendant,Flight Attendant,Aviation,Week 1,16,,,,,,,,,,,,0,Phoenix,Arizona,,,,
Contestant,608,Jason Mesnick,Bachelor,Bachelor 13,Dominique,,26,Medical Sales Rep.,Medical Sales Representative,Sales,Week 1,17,,,,,,,,,,,,0,Mt. Carmel,Pennsylvania,,,,
Contestant,609,Jason Mesnick,Bachelor,Bachelor 13,Emily,,23,Casino Marketing Rep.,Casino Marketing Representative,Advertising & Marketing,Week 1,18,,,,,,,,,,,,0,Seattle,Washington,,,,
Contestant,610,Jason Mesnick,Bachelor,Bachelor 13,Erica,DeSimone,25,Account Executive,Account Executive,Advertising & Marketing,Week 3,10,,,,,,,,,,,,0,Monroe,Connecticut,,,,
Contestant,611,Jason Mesnick,Bachelor,Bachelor 13,Jackie,,26,Wedding Coordinator,Wedding Coordinator,Event Planning,Week 1,19,,,,,,,,,,,,0,Springfield,Massachusetts,,,,
Contestant,612,Jason Mesnick,Bachelor,Bachelor 13,Jillian,Harris,29,Interior Designer,Interior Designer,Real Estate & Interior Design,Week 7,3,,,,,,,,,,,,0,Peace River,Canada,,,,
Contestant,613,Jason Mesnick,Bachelor,Bachelor 13,Julie,,26,Teacher,Teacher,Teaching,Week 1,20,,,,,,,,,,,,0,Columbus,Ohio,,,,
Contestant,614,Jason Mesnick,Bachelor,Bachelor 13,Kari,Fajen,27,Account Executive,Account Executive,Advertising & Marketing,Week 3,11,,,,,,,,,,,,0,Lee's Summit,Missouri,,,,
Contestant,615,Jason Mesnick,Bachelor,Bachelor 13,Lauren,Wanger,27,Teacher,Teacher,Teaching,Week 4,6,,,,,,,,,,,,0,Marlboro,New Jersey,,,,
Contestant,616,Jason Mesnick,Bachelor,Bachelor 13,Lisa,,22,Bartender,Bartender,Food Service,Week 2,15,Quit,,,,,,,,,,,0,Plano,Texas,,,,
Contestant,617,Jason Mesnick,Bachelor,Bachelor 13,Megan,Parris,25,Single Mother and Lacrosse Coach,Single Mother / Lacrosse Coach,Personal Trainers & Coaches,Week 4,7,,,,,,,,,,,,0,Sewickley,Pennsylvania,,,,
Contestant,618,Jason Mesnick,Bachelor,Bachelor 13,Melissa,Rycroft,25,Sales Representative,Sales Representative,Sales,Winner,1,,,,,,,,,,,,0,Dallas,Texas,,,,
Contestant,619,Jason Mesnick,Bachelor,Bachelor 13,Molly,Malaney,24,Department Store Buyer,Department Store Buyer,Fashion Design & Retail,Runner-up,2,,,,,,,,,,,,0,Brookfield,Wisconsin,,,,
Contestant,620,Jason Mesnick,Bachelor,Bachelor 13,Naomi Rose,Crespo,24,Flight Attendant,Flight Attendant,Aviation,Week 6,4,,,,,,,,,,,,0,Carlsbad,California,,,,
Contestant,621,Jason Mesnick,Bachelor,Bachelor 13,Natalie,Getz,27,Human Resources Recruiter,Human Resources Recruiter,Human Resources & Recruiting,Week 3,12,,1,,,,,,,,,,1,Morton,Illinois,,,,
Contestant,622,Jason Mesnick,Bachelor,Bachelor 13,Nicole,,25,Menswear Buyer,Menswear Buyer,Fashion Design & Retail,Week 1,21,,,,,,,,,,,,0,Calgary,Canada,,,,
Contestant,623,Jason Mesnick,Bachelor,Bachelor 13,Nikki,Kaapke,29,Administrative Assistant,Administrative Assistant,Business & Entrepreneurship,Week 4,9,,1,,,,,,,,,,1,Blue Island,Illinois,,,,
Contestant,624,Jason Mesnick,Bachelor,Bachelor 13,Raquel,Medeiros,27,Medical Student,Medical Student,Physicians & Dentists,Week 2,13,,,,,,,,,,,,0,Recife,Brazil,,,,
Contestant,625,Jason Mesnick,Bachelor,Bachelor 13,Renee,Simlak,36,Jewelry Designer,Jewelry Designer,Fashion Design & Retail,Week 1,22,,,,,,,,,,,,0,Southfield,Michigan,,,,
Contestant,626,Jason Mesnick,Bachelor,Bachelor 13,Shannon,Bair,29,Dental Hygienist,Dental Hygienist,Health & Medical Professional,Week 4,8,,,,,,,,,,,,0,Marshall,Missouri,,,,
Contestant,627,Jason Mesnick,Bachelor,Bachelor 13,Sharon,Staebell,32,Teacher,Teacher,Teaching,Week 2,14,,,,,,,,,,,,0,Batavia,New York,,,,
Contestant,628,Jason Mesnick,Bachelor,Bachelor 13,Shelby,,23,Account Executive,Account Executive,Advertising & Marketing,Week 1,23,,,,,,,,,,,,0,Stockton,California,,,,
Contestant,629,Jason Mesnick,Bachelor,Bachelor 13,Stacia,,24,Single Mother & Charity Accountant,Single Mother / Charity Accountant,"Non-Profit, Charity, & Social Work",Week 1,24,,,,,,,,,,,,0,Orem,Utah,,,,
Contestant,630,Jason Mesnick,Bachelor,Bachelor 13,Stephanie,Hogan,34,Single Mother & Medical Marketing Rep.,Single Mother / Medical Marketing Representative,Advertising & Marketing,Week 5,5,,,,,,,,,,,,0,Huntsville,Alabama,,,,
Contestant,631,Jason Mesnick,Bachelor,Bachelor 13,Treasure,,28,Single Mother and Nurse Practitioner,Single Mother / Nurse Practitioner,Health & Medical Professional,Week 1,25,,,,,,,,,,,,0,Salt Lake City,Utah,,,,
Contestant,632,Jen Schefft,Bachelorette,Bachelorette 3,A.W.,,27,Mortgage Consultant,Mortgage Consultant,Financial Services & Investing,Week 2,9,,,,,,,,,,,,0,Newport Beach,California,,,,
Contestant,633,Jen Schefft,Bachelorette,Bachelorette 3,Andrew,,37,Bartender,Bartender,Food Service,Week 1,16,,,,,,,,,,,,0,New York City,New York,,,,
Contestant,634,Jen Schefft,Bachelorette,Bachelorette 3,Andy,LeRoy,29,Ski Coach,Ski Coach,Personal Trainers & Coaches,Week 1,17,,,,,,,,,,,,0,Steamboat Springs,Colorado,,,,
Contestant,635,Jen Schefft,Bachelorette,Bachelorette 3,Ben,,26,Ski Instructor,Ski Instructor,Personal Trainers & Coaches,Week 4,6,,,,,,,,,,,,0,Aspen,Colorado,,,,
Contestant,636,Jen Schefft,Bachelorette,Bachelorette 3,Chris,C.,27,Hairdresser,Hairdresser,Hair & Makeup,Week 1,18,,,,,,,,,,,,0,Campton,Kentucky,,,,
Contestant,637,Jen Schefft,Bachelorette,Bachelorette 3,Chris,M.,33,Sports Agent,Sports Agent,Media & Journalism,Week 1,19,,,,,,,,,,,,0,Cleveland,Ohio,,,,
Contestant,638,Jen Schefft,Bachelorette,Bachelorette 3,Collin,,27,Sports Agent,Sports Agent,Media & Journalism,Week 1,20,,,,,,,,,,,,0,Austin,Texas,,,,
Contestant,639,Jen Schefft,Bachelorette,Bachelorette 3,David,,30,Marketing Consultant,Marketing Consultant,Advertising & Marketing,Week 1,21,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,640,Jen Schefft,Bachelorette,Bachelorette 3,Eric,H.,35,Magazine Editor,Magazine Editor,Media & Journalism,Week 1,22,,,,,,,,,,,,0,New York City,New York,,,,
Contestant,641,Jen Schefft,Bachelorette,Bachelorette 3,Eric,T.,37,Fire Fighter,Firefighter,Military & Civil Service,Week 1,23,,,,,,,,,,,,0,San Diego,California,,,,
Contestant,642,Jen Schefft,Bachelorette,Bachelorette 3,Fabrice,Le Parc,25,"Entrepreneur, Investor",Entrepreneur / Investor,Business & Entrepreneurship,Week 5,4,,,,,,,,,,,,0,New York City,New York,,,,
Contestant,643,Jen Schefft,Bachelorette,Bachelorette 3,Jason,,29,Motivational Speaker,Motivational Speaker,Entertainment & Recreation,Week 2,10,,,,,,,,,,,,0,Fort Worth,Texas,,,,
Contestant,644,Jen Schefft,Bachelorette,Bachelorette 3,Jerry,Ferris,29,Art Gallery Director,Art Gallery Director,Art & Design,Winner,1,,,,,,,,,,,,0,Los Angeles,California,,,,
Contestant,645,Jen Schefft,Bachelorette,Bachelorette 3,John Paul,Merritt,25,Entrepreneur,Entrepreneur,Business & Entrepreneurship,Week 8,2,,,,,,,,,,,,0,Oklahoma City,Oklahoma,,,,
Contestant,646,Jen Schefft,Bachelorette,Bachelorette 3,Josh,Cox,28,Professional Marathoner,Professional Marathoner,Professional Athletics,Week 3,7,,,,,,,,,,,,0,Murrieta,California,,,,
Contestant,647,Jen Schefft,Bachelorette,Bachelorette 3,Keith,,28,Welder,Welder,Construction & Trades,Week 3,8,,,,,,,,,,,,0,Encinitas,California,,,,
Contestant,648,Jen Schefft,Bachelorette,Bachelorette 3,Kevin,,26,Consultant,Consultant,Business & Entrepreneurship,Week 1,24,,,,,,,,,,,,0,New York City,New York,,,,
Contestant,649,Jen Schefft,Bachelorette,Bachelorette 3,Mark,,30,Commercial Finance,Commercial Finance,Financial Services & Investing,Week 2,11,,,,,,,,,,,,0,Carlsbad,California,,,,
Contestant,650,Jen Schefft,Bachelorette,Bachelorette 3,Matt,M.,32,Fire Fighter,Firefighter,Military & Civil Service,Week 2,12,,,,,,,,,,,,0,Staten Island,New York,,,,
Contestant,651,Jen Schefft,Bachelorette,Bachelorette 3,Matt,L.,33,Lawyer,Lawyer,Lawyers & Legal Services,Week 1,25,,,,,,,,,,,,0,Manhattan Beach,California,,,,
Contestant,652,Jen Schefft,Bachelorette,Bachelorette 3,Michael,Foster,31,Teacher,Teacher,Teaching,Week 2,13,,,,,,,,,,,,0,Monroe,Michigan,,,,
Contestant,653,Jen Schefft,Bachelorette,Bachelorette 3,Ryan,Sh.,28,Teacher,Teacher,Teaching,Week 6,3,,,,,,,,,,,,0,Manhattan Beach,California,,,,
Contestant,654,Jen Schefft,Bachelorette,Bachelorette 3,Ryan,Sm.,34,Lawyer,Lawyer,Lawyers & Legal Services,Week 2,14,,,,,,,,,,,,0,New York City,New York,,,,
Contestant,655,Jen Schefft,Bachelorette,Bachelorette 3,Stu,,27,Lawyer,Lawyer,Lawyers & Legal Services,Week 2,15,,,,,,,,,,,,0,New York City,New York,,,,
Contestant,656,Jen Schefft,Bachelorette,Bachelorette 3,Wendell,,32,Entrepreneur,Entrepreneur,Business & Entrepreneurship,Week 5,5,,,,,,,,,,,,0,Chicago,Illinois,,,,
Contestant,657,Jesse Palmer,Bachelor,Bachelor 5,Amber,LaRoux,27,Consultant,Consultant,Business & Entrepreneurship,Week 2,14,,,,,,,,,,,,0,Sunriver,Oregon,,,,
Contestant,658,Jesse Palmer,Bachelor,Bachelor 5,Anne-Catherine,Labbé,27,Model/make-up artist,Model / Make-Up Artist,Modeling & Acting,Week 2,13,,,,,,,,,,,,0,Quebec City,Canada,,,,
Contestant,659,Jesse Palmer,Bachelor,Bachelor 5,Celeste,Creel,24,Model/executive assistant,Model / Executive Assistant,Modeling & Acting,Week 2,17,,,,,,,,,,,,0,Ithaca,New York,,,,
Contestant,660,Jesse Palmer,Bachelor,Bachelor 5,Debbie,Merkett,27,Massage therapist/bartender,Massage Therapist / Bartender,Health & Medical Professional,Week 2,12,,,,,,,,,,,,0,Pinetops,North Carolina,,,,
Contestant,661,Jesse Palmer,Bachelor,Bachelor 5,DeShaun,Warner,25,Account manager/sales,Sales Account Manager,Sales,Week 1,21,,,,,,,,,,,,0,Phillipsburg,New Jersey,,,,
Contestant,662,Jesse Palmer,Bachelor,Bachelor 5,Dolores,Farburg,26,Account Manager,Account Manager,Advertising & Marketing,Week 1,19,,,,,,,,,,,,0,Madison,New Jersey,,,,
Contestant,663,Jesse Palmer,Bachelor,Bachelor 5,Francine,Jones,25,Retail manager,Retail Manager,Fashion Design & Retail,Week 1,20,,,,,,,,,,,,0,Houston,Texas,,,,
Contestant,664,Jesse Palmer,Bachelor,Bachelor 5,Holly,Reeder,26,Bank representative,Bank Representative,Financial Services & Investing,Week 1,23,,,,,,,,,,,,0,Tulsa,Oklahoma,,,,
Contestant,665,Jesse Palmer,Bachelor,Bachelor 5,Jean-Marie,Callahan,26,Hair stylist,Hair Stylist,Hair & Makeup,Week 2,11,,,,,,,,,,,,0,Gibson,North Carolina,,,,
Contestant,666,Jesse Palmer,Bachelor,Bachelor 5,Jenny,De Schiralli,26,Swim instructor/nanny/personal trainer,Swim Instructor / Nanny / Personal Trainer,Personal Trainers & Coaches,Week 3,9,,,,,,,,,,,,0,Carrboro,North Carolina,,,,
Contestant,667,Jesse Palmer,Bachelor,Bachelor 5,Jenny,Matthews,24,Retail manager,Retail Manager,Fashion Design & Retail,Week 2,18,,,,,,,,,,,,0,Canton,Michigan,,,,
